UserId,20241022_Subject1_RR
Song History
Date,Song Name,Left Hit,Left Miss,Down Hit,Down Miss,Up Hit,Up Miss,Right Hit,Right Miss,Total Hit,Total Miss,Final Score,Worst Gesture
2024-10-22 20:22:07,Goin' Under,3,22,2,21,2,21,5,17,12,81,1200,down(8.70%)
